Year,State,FIPS Code,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
1987,Louisiana,22.0,3196750.0,1951363.75,61.0,1720658.75,53.416666666666664,230705.0,11.333333333333334
1987,Maine,23.0,897916.6666666666,585644.4166666666,64.66666666666667,560018.5,61.916666666666664,25625.916666666668,3.9166666666666665
1987,Maryland,24.0,3450000.0,2407701.9166666665,69.16666666666667,2303888.4166666665,66.16666666666667,103813.5,4.0
1987,Massachusetts,25.0,4587416.666666667,3103447.8333333335,67.16666666666667,2999004.9166666665,64.75,104442.91666666667,3.0
1987,Michigan,26.0,6931333.333333333,4506903.166666667,64.75,4128879.25,59.0,378023.9166666667,8.0
1987,Minnesota,27.0,3198333.3333333335,2286148.6666666665,71.0,2169960.9166666665,67.25,116187.75,4.75
1987,Mississippi,28.0,1877166.6666666667,1151241.3333333333,61.0,1035411.8333333334,54.666666666666664,115829.5,9.666666666666666
1987,Missouri,29.0,3866583.3333333335,2555882.5,66.0,2395837.0833333335,61.5,160045.41666666666,5.833333333333333
1987,Montana,30.0,597500.0,401673.4166666667,67.0,371596.4166666667,62.0,30077.0,7.0
1987,Nebraska,31.0,1182000.0,812970.5,68.08333333333333,778674.4166666666,65.0,34296.083333333336,3.8333333333333335
1987,Nevada,32.0,764500.0,556424.5,72.0,521918.9166666667,68.0,34505.583333333336,5.916666666666667
1987,New Hampshire,33.0,803500.0,580488.0833333334,71.83333333333333,567622.0,70.0,12866.083333333334,2.0
1987,New Jersey,34.0,6002000.0,3953961.6666666665,65.5,3794226.4166666665,62.833333333333336,159735.25,3.75
1987,New Mexico,35.0,1072916.6666666667,676268.3333333334,62.666666666666664,615944.5833333334,57.0,60323.75,8.416666666666666
1987,New York,36.0,13765500.0,8483933.666666666,61.0,8076649.25,58.25,407284.4166666667,4.25
1987,New York city,51000.0,5830700.0,3238624.5,55.0,3058292.5833333335,52.0,180331.91666666666,5.166666666666667
1987,North Carolina,37.0,4805583.333333333,3272820.4166666665,67.83333333333333,3123694.0833333335,64.58333333333333,149126.33333333334,4.166666666666667
1987,North Dakota,38.0,483583.3333333333,330906.8333333333,68.0,314551.8333333333,64.66666666666667,16355.0,4.333333333333333
1987,Ohio,39.0,8162916.666666667,5264757.916666667,64.0,4891125.083333333,59.416666666666664,373632.8333333333,6.666666666666667
1987,Oklahoma,40.0,2401333.3333333335,1551716.6666666667,64.08333333333333,1440585.8333333333,59.75,111130.83333333333,6.5
1987,Oregon,41.0,2084416.6666666667,1394016.3333333333,66.41666666666667,1308401.1666666667,62.416666666666664,85615.16666666667,6.0
1987,Pennsylvania,42.0,9297500.0,5663239.5,60.416666666666664,5337171.5,56.916666666666664,326068.0,5.166666666666667
1987,Rhode Island,44.0,762250.0,514212.1666666667,67.0,495189.4166666667,64.58333333333333,19022.75,3.25
1987,South Carolina,45.0,2495333.3333333335,1631574.6666666667,65.0,1542213.6666666667,61.333333333333336,89361.0,5.25
1987,South Dakota,46.0,515083.3333333333,352715.3333333333,68.0,337536.25,65.0,15179.083333333334,4.0
1987,Tennessee,47.0,3680250.0,2330070.25,63.0,2174276.0833333335,58.583333333333336,155794.16666666666,6.333333333333333
1987,Texas,48.0,12017083.333333334,8275364.416666667,68.33333333333333,7570807.416666667,62.583333333333336,704557.0,8.166666666666666
1987,Utah,49.0,1086750.0,755883.25,69.16666666666667,708594.3333333334,65.0,47288.916666666664,5.75
1987,Vermont,50.0,413250.0,295015.9166666667,71.0,283954.0833333333,68.33333333333333,11061.833333333334,3.3333333333333335
1987,Virginia,51.0,4394833.333333333,3004069.0,68.0,2878548.75,65.08333333333333,125520.25,3.5833333333333335
1987,Washington,53.0,3398750.0,2261016.75,66.0,2096300.8333333333,61.333333333333336,164715.91666666666,6.916666666666667
1987,West Virginia,54.0,1449750.0,741707.75,51.0,660283.75,45.083333333333336,81424.0,10.5
1987,Wisconsin,55.0,3617666.6666666665,2491086.0833333335,68.41666666666667,2348784.6666666665,64.5,142301.41666666666,5.333333333333333
1987,Wyoming,56.0,349500.0,242983.75,69.0,223451.75,63.5,19532.0,7.666666666666667
1988,Alabama,1.0,3057500.0,1874602.6666666667,61.0,1738008.25,56.25,136594.41666666666,7.0
1988,Alaska,2.0,347000.0,250861.08333333334,71.91666666666667,228953.75,65.41666666666667,21907.333333333332,8.25
1988,Arizona,4.0,2572083.3333333335,1662907.9166666667,64.33333333333333,1556315.4166666667,60.25,106592.5,6.0
1988,Arkansas,5.0,1785000.0,1108341.5833333333,62.0,1023045.9166666666,57.0,85295.66666666667,7.0
1988,California,6.0,20983083.333333332,14137240.083333334,67.0,13391541.833333334,63.25,745698.25,5.0
1988,Colorado,8.0,2446500.0,1706087.0833333333,69.33333333333333,1596600.0833333333,65.0,109487.0,5.916666666666667
1988,Connecticut,9.0,2516833.3333333335,1746898.3333333333,69.0,1696614.75,67.0,50283.583333333336,2.25
1988,Delaware,10.0,500500.0,347487.25,68.75,337082.0,66.75,10405.25,2.5833333333333335
1988,District of Columbia,11.0,465916.6666666667,328703.5,70.0,312177.5,66.66666666666667,16526.0,4.5
1988,Florida,12.0,9660583.333333334,6075003.166666667,62.333333333333336,5759109.75,59.0,315893.4166666667,5.0
1988,Georgia,13.0,4634833.333333333,3148258.0,67.41666666666667,2971728.3333333335,63.666666666666664,176529.66666666666,5.0
1988,Hawaii,15.0,776166.6666666666,518471.6666666667,66.25,502517.6666666667,64.16666666666667,15954.0,2.9166666666666665
1988,Idaho,16.0,716250.0,479465.5833333333,66.5,449828.8333333333,62.333333333333336,29636.75,5.75
1988,Illinois,17.0,8790250.0,5838560.916666667,66.16666666666667,5445564.25,61.5,392996.6666666667,6.333333333333333
1988,Indiana,18.0,4190833.3333333335,2791441.75,66.16666666666667,2647239.25,62.666666666666664,144202.5,4.916666666666667
1988,Iowa,19.0,2148583.3333333335,1489261.75,68.75,1420026.3333333333,65.58333333333333,69235.41666666667,4.0
1988,Kansas,20.0,1845666.6666666667,1275300.0,69.0,1218059.75,65.41666666666667,57240.25,4.0
1988,Kentucky,21.0,2788666.6666666665,1715116.0833333333,61.0,1587440.25,56.333333333333336,127675.83333333333,6.916666666666667
1988,Los Angeles County,37.0,6438275.0,4326150.25,67.0,4104883.0,63.0,221267.25,5.0
1988,Louisiana,22.0,3169833.3333333335,1926395.25,60.166666666666664,1722382.0,54.0,204013.25,10.083333333333334
1988,Maine,23.0,914750.0,598233.5833333334,65.0,576259.6666666666,62.416666666666664,21973.916666666668,3.0
1988,Maryland,24.0,3511166.6666666665,2458507.5833333335,69.66666666666667,2355523.4166666665,67.0,102984.16666666667,3.9166666666666665
1988,Massachusetts,25.0,4611500.0,3153606.0,68.0,3049646.0,66.0,103960.0,3.0
1988,Michigan,26.0,6967833.333333333,4548157.416666667,65.0,4204671.25,59.916666666666664,343486.1666666667,7.25
1988,Minnesota,27.0,3240500.0,2313464.3333333335,71.0,2213387.4166666665,68.0,100076.91666666667,4.0
1988,Mississippi,28.0,1885666.6666666667,1145050.8333333333,60.166666666666664,1047257.4166666666,55.0,97793.41666666667,8.0
1988,Missouri,29.0,3897000.0,2590977.0833333335,66.08333333333333,2443436.0833333335,62.25,147541.0,5.0
1988,Montana,30.0,596083.3333333334,404099.0,67.33333333333333,377323.8333333333,62.833333333333336,26775.166666666668,6.083333333333333
1988,Nebraska,31.0,1189166.6666666667,816346.4166666666,68.0,788265.1666666666,65.91666666666667,28081.25,3.0
1988,Nevada,32.0,800000.0,580040.9166666666,72.0,549655.25,68.0,30385.666666666668,4.833333333333333
1988,New Hampshire,33.0,822583.3333333334,593601.3333333334,72.0,579526.9166666666,70.0,14074.416666666666,2.0
1988,New Jersey,34.0,6031333.333333333,3971901.0,65.16666666666667,3822725.6666666665,63.0,149175.33333333334,3.0
1988,New Mexico,35.0,1083750.0,683227.0,62.833333333333336,631362.0,57.833333333333336,51865.0,7.166666666666667
1988,New York,36.0,13802666.666666666,8549127.583333334,61.416666666666664,8186694.0,59.0,362433.5833333333,4.0
1988,New York city,51000.0,5835300.0,3239405.9166666665,55.166666666666664,3074178.25,52.083333333333336,165227.66666666666,4.5
1988,North Carolina,37.0,4875250.0,3330502.75,68.0,3207293.1666666665,65.33333333333333,123209.58333333333,3.0833333333333335
1988,North Dakota,38.0,481583.3333333333,330706.0,68.0,315495.0,65.0,15211.0,4.0
1988,Ohio,39.0,8230666.666666667,5325983.333333333,64.16666666666667,5005405.916666667,60.333333333333336,320577.4166666667,5.583333333333333
1988,Oklahoma,40.0,2385666.6666666665,1525022.9166666667,63.416666666666664,1428631.5833333333,59.333333333333336,96391.33333333333,6.0
1988,Oregon,41.0,2121916.6666666665,1431318.9166666667,67.08333333333333,1349435.4166666667,63.25,81883.5,5.083333333333333
1988,Pennsylvania,42.0,9341750.0,5761303.083333333,61.166666666666664,5465254.75,58.166666666666664,296048.3333333333,4.833333333333333
1988,Rhode Island,44.0,767416.6666666666,516750.25,67.0,501506.1666666667,65.0,15244.083333333334,2.5
1988,South Carolina,45.0,2533000.0,1660897.3333333333,65.0,1583977.0833333333,62.0,76920.25,4.083333333333333
1988,South Dakota,46.0,518416.6666666667,357016.0833333333,68.33333333333333,342376.4166666667,65.5,14639.666666666666,3.9166666666666665
1988,Tennessee,47.0,3720666.6666666665,2334524.25,62.25,2199482.4166666665,58.666666666666664,135041.83333333334,5.0
1988,Texas,48.0,12076500.0,8351639.083333333,69.0,7731546.333333333,63.583333333333336,620092.75,7.0
1988,Utah,49.0,1096750.0,759563.8333333334,68.91666666666667,721897.6666666666,65.33333333333333,37666.166666666664,4.416666666666667
1988,Vermont,50.0,422250.0,299207.0833333333,70.25,290185.9166666667,68.0,9021.166666666666,2.5833333333333335
1988,Virginia,51.0,4480666.666666667,3083977.0833333335,68.0,2963628.9166666665,66.0,120348.16666666667,3.4166666666666665
1988,Washington,53.0,3477250.0,2334565.0833333335,66.58333333333333,2187981.0833333335,62.416666666666664,146584.0,5.916666666666667
1988,West Virginia,54.0,1440583.3333333333,741071.8333333334,51.0,667386.25,46.0,73685.58333333333,9.5
1988,Wisconsin,55.0,3649000.0,2549548.9166666665,69.41666666666667,2437843.8333333335,66.25,111705.08333333333,4.0
1988,Wyoming,56.0,345500.0,239012.83333333334,69.0,223602.25,64.0,15410.583333333334,6.0
1989,Alabama,1.0,3072833.3333333335,1899193.4166666667,61.0,1766146.5,57.0,133046.91666666666,6.666666666666667
1989,Alaska,2.0,350000.0,258244.16666666666,73.33333333333333,239880.25,68.16666666666667,18363.916666666668,6.666666666666667
1989,Arizona,4.0,2618166.6666666665,1711661.5,65.0,1622099.6666666667,61.25,89561.83333333333,4.75
1989,Arkansas,5.0,1790916.6666666667,1123391.5,62.083333333333336,1044249.4166666666,57.916666666666664,79142.08333333333,6.666666666666667
1989,California,6.0,21459000.0,14538980.583333334,67.08333333333333,13798654.333333334,64.0,740326.25,5.0
1989,Colorado,8.0,2460416.6666666665,1710991.3333333333,69.16666666666667,1615407.4166666667,65.33333333333333,95583.91666666667,5.0
1989,Connecticut,9.0,2515500.0,1769143.75,70.0,1705330.75,67.16666666666667,63813.0,3.25
1989,Delaware,10.0,509500.0,357879.4166666667,70.0,346044.3333333333,67.41666666666667,11835.083333333334,3.0
1989,District of Columbia,11.0,453583.3333333333,317053.5833333333,69.41666666666667,301814.1666666667,66.08333333333333,15239.416666666666,4.166666666666667
1989,Florida,12.0,9890833.333333334,6260689.25,63.0,5909969.583333333,59.083333333333336,350719.6666666667,5.0
1989,Georgia,13.0,4699833.333333333,3208893.6666666665,68.0,3035865.0,64.08333333333333,173028.66666666666,5.0
1989,Hawaii,15.0,789750.0,529927.0833333334,66.66666666666667,516860.0,64.83333333333333,13067.083333333334,2.0
1989,Idaho,16.0,725666.6666666666,490634.9166666667,67.0,463772.5833333333,63.416666666666664,26862.333333333332,5.0
1989,Illinois,17.0,8832416.666666666,5993293.5,67.41666666666667,5630419.75,63.25,362873.75,5.666666666666667
1989,Indiana,18.0,4216333.333333333,2851716.0,67.0,2717072.25,63.833333333333336,134643.75,4.333333333333333
1989,Iowa,19.0,2154000.0,1502277.8333333333,69.16666666666667,1437553.9166666667,66.16666666666667,64723.916666666664,4.0
1989,Kansas,20.0,1853500.0,1279599.9166666667,68.75,1226457.75,66.0,53142.166666666664,4.0
1989,Kentucky,21.0,2796750.0,1740010.75,61.75,1629376.4166666667,57.75,110634.33333333333,5.916666666666667
1989,Los Angeles County,37.0,6550516.666666667,4427881.0,67.16666666666667,4189537.1666666665,63.333333333333336,238343.83333333334,5.0
1989,Louisiana,22.0,3155666.6666666665,1887770.3333333333,59.5,1739279.25,54.75,148491.08333333334,7.5
1989,Maine,23.0,927500.0,612983.9166666666,65.58333333333333,588392.0,63.0,24591.916666666668,3.5833333333333335
1989,Maryland,24.0,3556833.3333333335,2508635.8333333335,70.08333333333333,2413355.3333333335,67.33333333333333,95280.5,3.0
1989,Massachusetts,25.0,4617916.666666667,3187007.0,68.75,3052413.9166666665,65.58333333333333,134593.08333333334,3.6666666666666665
1989,Michigan,26.0,6984833.333333333,4609220.416666667,65.5,4277973.083333333,61.0,331247.3333333333,6.583333333333333
1989,Minnesota,27.0,3268416.6666666665,2341474.8333333335,71.08333333333333,2239580.4166666665,68.0,101894.41666666667,4.0
1989,Mississippi,28.0,1893583.3333333333,1163718.5833333333,61.083333333333336,1071797.5,56.166666666666664,91921.08333333333,7.416666666666667
1989,Missouri,29.0,3910500.0,2627680.0,67.0,2482263.8333333335,63.0,145416.16666666666,5.0
1989,Montana,30.0,596333.3333333334,407557.5,68.0,383326.6666666667,63.75,24230.833333333332,5.75
1989,Nebraska,31.0,1193750.0,815764.0833333334,68.0,792363.4166666666,66.0,23400.666666666668,2.1666666666666665
1989,Nevada,32.0,840416.6666666666,603057.25,71.25,574906.25,68.0,28151.0,4.0
1989,New Hampshire,33.0,837416.6666666666,607345.1666666666,72.08333333333333,587004.75,69.83333333333333,20340.416666666668,2.9166666666666665
1989,New Jersey,34.0,6032500.0,3995607.9166666665,66.0,3833229.0,63.0,162378.91666666666,3.5833333333333335
1989,New Mexico,35.0,1095500.0,694039.5,62.833333333333336,647208.9166666666,58.583333333333336,46830.583333333336,6.083333333333333
1989,New York,36.0,13805166.666666666,8681789.166666666,62.333333333333336,8260007.666666667,59.166666666666664,421781.5,4.416666666666667
1989,New York city,51000.0,5844641.666666667,3332138.5833333335,56.666666666666664,3117335.4166666665,53.0,214803.16666666666,5.916666666666667
1989,North Carolina,37.0,4937750.0,3392278.4166666665,68.08333333333333,3270997.3333333335,66.0,121281.08333333333,3.0
1989,North Dakota,38.0,477416.6666666667,329422.0833333333,68.66666666666667,315345.5833333333,65.75,14076.5,4.0
1989,Ohio,39.0,8261166.666666667,5407083.333333333,65.0,5104993.75,61.25,302089.5833333333,5.166666666666667
1989,Oklahoma,40.0,2386333.3333333335,1524857.1666666667,63.333333333333336,1437223.5833333333,60.0,87633.58333333333,5.083333333333333
1989,Oregon,41.0,2159750.0,1468468.4166666667,67.58333333333333,1390106.3333333333,63.833333333333336,78362.08333333333,5.0
1989,Pennsylvania,42.0,9366750.0,5834411.25,62.0,5548945.5,59.0,285465.75,4.416666666666667
1989,Rhode Island,44.0,769666.6666666666,518905.25,67.0,498706.5,64.41666666666667,20198.75,3.5833333333333335
1989,South Carolina,45.0,2566000.0,1693310.9166666667,65.5,1615144.5,62.25,78166.41666666667,4.0
1989,South Dakota,46.0,519000.0,360910.5833333333,69.08333333333333,346990.0833333333,66.33333333333333,13920.5,3.0
1989,Tennessee,47.0,3752583.3333333335,2363358.5,62.583333333333336,2242892.5833333335,59.416666666666664,120465.91666666667,5.0
1989,Texas,48.0,12216000.0,8452252.0,69.0,7885072.0,64.0,567180.0,6.0
1989,Utah,49.0,1109833.3333333333,786998.0,70.5,750777.75,67.16666666666667,36220.25,4.0
1989,Vermont,50.0,429750.0,304839.0833333333,70.5,293764.1666666667,67.75,11074.916666666666,3.0833333333333335
1989,Virginia,51.0,4545666.666666667,3143799.0833333335,68.75,3021606.3333333335,66.0,122192.75,3.3333333333333335
1989,Washington,53.0,3554750.0,2447462.75,68.41666666666667,2302922.3333333335,64.33333333333333,144540.41666666666,5.416666666666667
1989,West Virginia,54.0,1431416.6666666667,760515.4166666666,52.5,694152.4166666666,48.0,66363.0,8.333333333333334
1989,Wisconsin,55.0,3669500.0,2594216.5833333335,70.0,2482995.6666666665,67.0,111220.91666666667,4.0
1989,Wyoming,56.0,344000.0,238557.16666666666,69.0,224045.16666666666,64.91666666666667,14512.0,5.833333333333333
1990,Alabama,1.0,3072395.1666666665,1910487.25,61.5,1780029.6666666667,57.416666666666664,130457.58333333333,6.25
1990,Alaska,2.0,371966.5,270198.5,72.33333333333333,250559.08333333334,66.83333333333333,19639.416666666668,7.0
1990,Arizona,4.0,2777097.75,1784150.6666666667,63.75,1690996.5,60.5,93154.16666666667,5.0
1990,Arkansas,5.0,1780612.5,1130272.1666666667,63.083333333333336,1052744.3333333333,58.666666666666664,77527.83333333333,6.333333333333333
1990,California,6.0,22598254.0,15138580.583333334,66.58333333333333,14263632.916666666,62.666666666666664,874947.6666666666,5.333333333333333
1990,Colorado,8.0,2488757.4166666665,1770765.75,70.66666666666667,1679826.9166666667,66.83333333333333,90938.83333333333,5.0
1990,Connecticut,9.0,2573503.6666666665,1816595.0833333333,70.0,1726684.4166666667,66.75,89910.66666666667,4.416666666666667
1990,Delaware,10.0,512095.3333333333,360118.6666666667,69.83333333333333,344222.0,66.83333333333333,15896.666666666666,3.9166666666666665
1990,District of Columbia,11.0,485446.1666666667,331314.0833333333,67.75,311755.3333333333,63.833333333333336,19558.75,5.416666666666667
1990,Florida,12.0,10261028.75,6479629.083333333,62.75,6075277.166666667,58.75,404351.9166666667,5.666666666666667
1990,Georgia,13.0,4873144.5,3289092.4166666665,67.0,3112847.1666666665,63.5,176245.25,5.0
1990,Hawaii,15.0,809146.75,550525.0833333334,67.58333333333333,536187.6666666666,66.0,14337.416666666666,2.0
1990,Idaho,16.0,728642.4166666666,493986.3333333333,67.33333333333333,466186.1666666667,63.5,27800.166666666668,5.166666666666667
1990,Illinois,17.0,8691494.666666666,5929803.25,67.83333333333333,5556300.666666667,63.416666666666664,373502.5833333333,6.0
1990,Indiana,18.0,4182011.4166666665,2809785.0833333335,66.66666666666667,2666720.0833333335,63.333333333333336,143065.0,4.916666666666667
1990,Iowa,19.0,2088455.1666666667,1453632.6666666667,69.08333333333333,1389010.5833333333,66.08333333333333,64622.083333333336,4.0
1990,Kansas,20.0,1823499.1666666667,1272618.5,69.25,1218330.5833333333,66.0,54287.916666666664,4.0
1990,Kentucky,21.0,2798750.9166666665,1754345.0833333333,62.25,1648289.6666666667,58.5,106055.41666666667,5.416666666666667
1990,Los Angeles County,37.0,6753129.583333333,4502981.166666667,66.33333333333333,4235602.583333333,62.25,267378.5833333333,5.333333333333333
1990,Louisiana,22.0,3072687.0,1866775.3333333333,60.25,1750296.8333333333,56.416666666666664,116478.5,5.666666666666667
1990,Maine,23.0,939445.5,632166.4166666666,67.0,598248.9166666666,63.416666666666664,33917.5,4.833333333333333
1990,Maryland,24.0,3690696.5833333335,2574086.4166666665,69.08333333333333,2462725.6666666665,66.33333333333333,111360.75,3.75
1990,Massachusetts,25.0,4713235.083333333,3231365.8333333335,68.0,3025421.8333333335,63.583333333333336,205944.0,5.916666666666667
1990,Michigan,26.0,7014564.166666667,4615379.166666667,65.33333333333333,4260843.583333333,60.416666666666664,354535.5833333333,7.166666666666667
1990,Minnesota,27.0,3270575.6666666665,2396233.3333333335,72.91666666666667,2283724.0,69.16666666666667,112509.33333333333,4.083333333333333
1990,Mississippi,28.0,1894245.8333333333,1178343.4166666667,61.666666666666664,1089029.0,57.25,89314.41666666667,7.166666666666667
1990,Missouri,29.0,3861197.1666666665,2606793.3333333335,67.0,2452399.4166666665,63.083333333333336,154393.91666666666,5.416666666666667
1990,Montana,30.0,595669.1666666666,403218.25,67.33333333333333,378760.5,63.166666666666664,24457.75,5.5
1990,Nebraska,31.0,1162186.5833333333,824510.5833333334,70.25,804831.5,69.0,19679.083333333332,2.0
1990,Nevada,32.0,939454.9166666666,666659.9166666666,70.58333333333333,635294.1666666666,67.25,31365.75,4.25
1990,New Hampshire,33.0,847907.75,622735.5,73.0,589971.5,69.25,32764.0,4.833333333333333
1990,New Jersey,34.0,6045542.5,4059066.5833333335,67.0,3853143.1666666665,63.333333333333336,205923.41666666666,4.583333333333333
1990,New Mexico,35.0,1118366.25,711132.8333333334,63.0,663586.6666666666,59.0,47546.166666666664,6.166666666666667
1990,New York,36.0,14078826.916666666,8830304.333333334,62.166666666666664,8359105.666666667,58.75,471198.6666666667,5.083333333333333
1990,New York city,51000.0,5850171.0,3341000.25,56.666666666666664,3112093.3333333335,52.666666666666664,228906.91666666666,6.333333333333333
1990,North Carolina,37.0,5096212.166666667,3477510.5,68.0,3334073.9166666665,64.91666666666667,143436.58333333334,3.6666666666666665
1990,North Dakota,38.0,463433.75,316765.25,68.08333333333333,303704.0,65.16666666666667,13061.25,4.0
1990,Ohio,39.0,8231273.0,5407048.75,65.16666666666667,5093964.5,61.416666666666664,313084.25,5.25
1990,Oklahoma,40.0,2346785.4166666665,1519860.75,64.0,1437973.3333333333,60.75,81887.41666666667,5.083333333333333
1990,Oregon,41.0,2193841.4166666665,1494905.3333333333,67.75,1414249.6666666667,64.0,80655.66666666667,5.0
1990,Pennsylvania,42.0,9205918.666666666,5813004.5,62.666666666666664,5493100.833333333,59.333333333333336,319903.6666666667,5.166666666666667
1990,Rhode Island,44.0,775851.3333333334,523457.25,67.0,490749.3333333333,62.75,32707.916666666668,5.833333333333333
1990,South Carolina,45.0,2611842.9166666665,1737923.0833333333,66.0,1652692.5,62.833333333333336,85230.58333333333,4.333333333333333
1990,South Dakota,46.0,500932.25,349284.5833333333,69.08333333333333,336572.6666666667,67.0,12711.916666666666,3.0
1990,Tennessee,47.0,3765396.1666666665,2397807.25,63.083333333333336,2269787.4166666665,59.75,128019.83333333333,5.083333333333333
1990,Texas,48.0,12604401.666666666,8607913.166666666,67.91666666666667,8058486.583333333,63.5,549426.5833333334,6.0
1990,Utah,49.0,1159015.75,818465.9166666666,70.0,782603.3333333334,67.0,35862.583333333336,4.0
1990,Vermont,50.0,429401.9166666667,306921.0833333333,71.16666666666667,292473.9166666667,67.83333333333333,14447.166666666666,4.333333333333333
1990,Virginia,51.0,4655612.75,3233167.3333333335,69.0,3090089.3333333335,66.0,143078.0,3.9166666666666665
1990,Washington,53.0,3676358.5833333335,2522237.4166666665,68.0,2391985.0833333335,64.58333333333333,130252.33333333333,5.0
1990,West Virginia,54.0,1398424.0,769530.5,54.583333333333336,703193.0833333334,49.75,66337.41666666667,8.333333333333334
1990,Wisconsin,55.0,3677216.75,2598471.9166666665,70.0,2484979.3333333335,67.0,113492.58333333333,4.083333333333333
1990,Wyoming,56.0,329521.3333333333,237136.58333333334,71.58333333333333,225018.5,67.91666666666667,12118.083333333334,5.0
1991,Alabama,1.0,3115005.25,1924366.25,61.083333333333336,1783544.25,57.0,140822.0,7.0
1991,Alaska,2.0,381590.5,276405.1666666667,72.0,253330.41666666666,65.91666666666667,23074.75,7.916666666666667
1991,Arizona,4.0,2854416.75,1808831.5833333333,63.0,1702794.0,59.25,106037.58333333333,5.416666666666667
1991,Arkansas,5.0,1803117.8333333333,1136568.4166666667,62.666666666666664,1053431.0,58.0,83137.41666666667,7.0
1991,California,6.0,22780860.0,15133302.916666666,66.0,13950435.083333334,60.75,1182867.8333333333,7.333333333333333
1991,Colorado,8.0,2542584.0,1803670.0833333333,70.58333333333333,1708311.25,66.66666666666667,95358.83333333333,5.0
1991,Connecticut,9.0,2570733.5833333335,1828675.9166666667,70.91666666666667,1708795.3333333333,66.0,119880.58333333333,6.083333333333333
1991,Delaware,10.0,520990.5,362034.6666666667,69.25,340609.5,65.0,21425.166666666668,5.416666666666667
1991,District of Columbia,11.0,480013.6666666667,320211.4166666667,66.41666666666667,295577.5,61.0,24633.916666666668,7.333333333333333
1991,Florida,12.0,10485654.833333334,6513221.5,61.75,6015316.25,56.916666666666664,497905.25,7.25
1991,Georgia,13.0,4976617.75,3316584.8333333335,66.25,3141032.6666666665,62.916666666666664,175552.16666666666,4.916666666666667
1991,Hawaii,15.0,826509.8333333334,564949.8333333334,68.0,549151.0833333334,66.0,15798.75,2.25
1991,Idaho,16.0,751752.4166666666,509714.8333333333,67.08333333333333,477413.6666666667,63.0,32301.166666666668,6.0
1991,Illinois,17.0,8768688.25,5932297.916666667,67.0,5499779.166666667,62.416666666666664,432518.75,6.75
1991,Indiana,18.0,4242413.333333333,2801824.4166666665,65.5,2642230.6666666665,62.0,159593.75,5.166666666666667
1991,Iowa,19.0,2104403.1666666665,1471258.4166666667,69.33333333333333,1402228.3333333333,66.08333333333333,69030.08333333333,4.0
1991,Kansas,20.0,1834218.5833333333,1285621.0833333333,70.0,1228363.5833333333,66.58333333333333,57257.5,4.0
1991,Kentucky,21.0,2827754.3333333335,1760313.9166666667,61.75,1631374.1666666667,57.166666666666664,128939.75,7.0
1991,Los Angeles County,37.0,6729991.5,4449474.333333333,65.75,4092145.5,60.166666666666664,357328.8333333333,7.583333333333333
1991,Louisiana,22.0,3097060.5833333335,1905305.8333333333,61.0,1767260.9166666667,56.75,138044.91666666666,7.0
1991,Maine,23.0,943988.0,640463.5833333334,67.41666666666667,590576.9166666666,62.0,49886.666666666664,7.416666666666667
1991,Maryland,24.0,3719173.0,2616180.5,70.0,2460539.75,66.0,155640.75,5.5
1991,Massachusetts,25.0,4695649.5,3185786.1666666665,67.25,2903811.5833333335,61.166666666666664,281974.5833333333,8.583333333333334
1991,Michigan,26.0,7073529.0,4597712.416666667,64.5,4170665.9166666665,58.333333333333336,427046.5,8.916666666666666
1991,Minnesota,27.0,3308423.5,2430536.3333333335,73.0,2306161.1666666665,69.0,124375.16666666667,5.0
1991,Mississippi,28.0,1915134.9166666667,1184239.3333333333,61.5,1084657.8333333333,56.25,99581.5,8.0
1991,Missouri,29.0,3892925.4166666665,2633958.8333333335,67.0,2460870.5,63.0,173088.33333333334,6.0
1991,Montana,30.0,602292.5833333334,402935.6666666667,66.25,374964.75,62.0,27970.916666666668,6.416666666666667
1991,Nebraska,31.0,1174176.1666666667,838812.9166666666,71.0,816528.3333333334,69.0,22284.583333333332,2.0
1991,Nevada,32.0,998373.8333333334,700244.1666666666,69.5,658875.3333333334,65.5,41368.833333333336,5.25
1991,New Hampshire,33.0,848270.8333333334,619860.3333333334,72.66666666666667,577703.5,67.58333333333333,42156.833333333336,6.25
1991,New Jersey,34.0,6075964.0,4064716.5833333335,66.0,3788589.8333333335,61.916666666666664,276126.75,6.25
1991,New Mexico,35.0,1139093.0,723043.0833333334,63.0,670514.5,58.166666666666664,52528.583333333336,7.0
1991,New York,36.0,14099912.916666666,8747357.166666666,61.666666666666664,8107606.75,56.916666666666664,639750.4166666666,6.916666666666667
1991,New York city,51000.0,5851221.666666667,3283836.1666666665,56.0,2992687.25,50.75,291148.9166666667,8.416666666666666
1991,North Carolina,37.0,5192677.75,3539215.1666666665,68.0,3329942.4166666665,64.0,209272.75,5.416666666666667
1991,North Dakota,38.0,463998.6666666667,316523.9166666667,68.0,302742.75,65.0,13781.166666666666,4.0
1991,Ohio,39.0,8297526.833333333,5418918.333333333,65.0,5065009.5,60.75,353908.8333333333,6.0
1991,Oklahoma,40.0,2363909.25,1512828.9166666667,63.5,1422150.0,60.0,90678.91666666667,5.75
